datetime,hour,day,month,weekday,is_weekend,CO_GT,PT08_S1_CO,C6H6_GT,PT08_S2_NMHC,NOx_GT,PT08_S3_NOx,NO2_GT,PT08_S4_NO2,PT08_S5_O3,Temperature,RelativeHumidity,AbsoluteHumidity,pollution_index
2004-05-02 11:00:00,11,2,5,Sunday,True,1.3,1008.0,6.1,816.0,78.0,1015.0,72.0,1531.0,689.0,23.6,36.4,1.0431,0.12008372010720052
2004-05-02 12:00:00,12,2,5,Sunday,True,1.3,1004.0,6.2,821.0,72.0,1031.0,68.0,1510.0,629.0,24.3,34.0,1.0149,0.11478485079083212
2004-05-02 13:00:00,13,2,5,Sunday,True,1.1,948.0,4.8,754.0,64.0,1086.0,64.0,1436.0,602.0,24.4,32.7,0.9863,0.1033848985800641
2004-05-02 14:00:00,14,2,5,Sunday,True,1.2,1026.0,6.8,847.0,70.0,1010.0,73.0,1519.0,617.0,24.6,31.7,0.9647,0.11643959312292262
2004-05-02 15:00:00,15,2,5,Sunday,True,1.5,1047.0,7.0,859.0,92.0,948.0,84.0,1538.0,677.0,23.9,34.3,1.002,0.14072731480987935
2004-05-02 16:00:00,16,2,5,Sunday,True,1.1,1018.0,5.5,790.0,69.0,1047.0,67.0,1443.0,580.0,25.9,28.1,0.9258,0.10747189191240923
2004-05-02 17:00:00,17,2,5,Sunday,True,1.9,1160.0,9.5,957.0,131.0,884.0,106.0,1637.0,861.0,24.5,32.3,0.9815,0.1825246272189802
2004-05-02 18:00:00,18,2,5,Sunday,True,2.3,1269.0,11.9,1047.0,144.0,809.0,114.0,1721.0,1080.0,22.6,39.3,1.06,0.20464748357010323
2004-05-02 19:00:00,19,2,5,Sunday,True,3.3,1394.0,13.8,1111.0,209.0,736.0,123.0,1853.0,1288.0,21.2,47.5,1.1828,0.2564411856446434
2004-05-02 20:00:00,20,2,5,Sunday,True,2.6,1292.0,10.7,1003.0,170.0,789.0,108.0,1753.0,1163.0,19.9,54.9,1.2632,0.2130726500215554
2004-05-02 21:00:00,21,2,5,Sunday,True,2.2,1212.0,9.7,966.0,152.0,840.0,100.0,1691.0,1043.0,19.4,52.1,1.1642,0.189821380219744
2004-05-02 22:00:00,22,2,5,Sunday,True,2.3,1137.0,10.2,985.0,171.0,858.0,118.0,1607.0,1045.0,19.4,42.6,0.9485,0.21468568937936264
2004-05-02 23:00:00,23,2,5,Sunday,True,2.0,1080.0,8.3,910.0,153.0,923.0,121.0,1548.0,929.0,19.1,44.1,0.966,0.20510740456735502
2004-05-03 00:00:00,0,3,5,Monday,False,1.6,1031.0,7.1,861.0,97.0,903.0,94.0,1534.0,825.0,18.0,49.3,1.0086,0.15454251995648585
2004-05-03 01:00:00,1,3,5,Monday,False,0.8,917.0,3.0,654.0,37.0,1169.0,52.0,1414.0,545.0,17.6,54.6,1.0918,0.07698257014853344
2004-05-03 02:00:00,2,3,5,Monday,False,0.6,888.0,2.2,598.0,26.0,1228.0,39.0,1397.0,500.0,16.4,62.1,1.1493,0.056029830222381984
2004-05-03 03:00:00,3,3,5,Monday,False,0.4,872.0,1.7,564.0,25.5,1284.0,36.0,1385.0,494.0,15.6,65.3,1.1484,0.04730869148153205
2004-05-03 04:00:00,4,3,5,Monday,False,0.55,876.0,1.5,547.0,25.0,1256.0,33.0,1351.0,505.0,16.0,61.4,1.1043,0.04847455839039964
2004-05-03 05:00:00,5,3,5,Monday,False,0.7,964.0,3.7,697.0,61.0,1067.0,57.0,1516.0,717.0,15.8,64.3,1.1416,0.08450506242420329
2004-05-03 06:00:00,6,3,5,Monday,False,1.3,1147.0,8.2,906.0,152.0,815.0,80.0,1687.0,1126.0,16.0,65.8,1.1844,0.14467378552847265
2004-05-03 07:00:00,7,3,5,Monday,False,3.4,1493.0,21.1,1328.0,283.0,577.0,101.0,2193.0,1597.0,16.8,62.5,1.1869,0.2542703110064097
2004-05-03 08:00:00,8,3,5,Monday,False,4.7,1597.0,26.5,1466.0,320.0,518.0,109.0,2400.0,1687.0,16.9,66.1,1.2613,0.30723328073439604
2004-05-03 09:00:00,9,3,5,Monday,False,3.4,1483.0,17.4,1222.0,318.0,597.0,109.0,2054.0,1529.0,17.4,68.9,1.3557,0.2700587515123128
2004-05-03 10:00:00,10,3,5,Monday,False,2.5,1222.0,12.9,1080.0,201.0,742.0,111.0,1755.0,1366.0,21.4,45.0,1.1291,0.22020253454041772
2004-05-03 11:00:00,11,3,5,Monday,False,2.0,1060.0,10.9,1010.0,135.0,858.0,102.0,1623.0,1074.0,23.9,30.7,0.9002,0.18230744356105058
2004-05-03 12:00:00,12,3,5,Monday,False,1.9,1048.0,11.0,1013.0,127.0,886.0,96.0,1584.0,940.0,26.8,25.2,0.8721,0.17175996351957348
2004-05-03 13:00:00,13,3,5,Monday,False,1.7,1051.0,10.8,1008.0,102.0,911.0,90.0,1561.0,921.0,28.4,23.6,0.8983,0.15455101898869392
2004-05-03 14:00:00,14,3,5,Monday,False,1.4,998.0,10.0,977.0,74.0,947.0,69.0,1496.0,695.0,30.3,20.1,0.8539,0.1190472682220552
2004-05-03 15:00:00,15,3,5,Monday,False,1.5,1058.0,11.2,1023.0,81.0,896.0,74.0,1580.0,795.0,30.9,19.7,0.8649,0.12838287227950904
2004-05-03 16:00:00,16,3,5,Monday,False,2.4,1203.0,16.8,1204.0,129.0,790.0,102.0,1744.0,1079.0,30.2,20.5,0.8672,0.1922527824484732
2004-05-03 17:00:00,17,3,5,Monday,False,3.9,1491.0,23.6,1392.0,190.0,630.0,128.0,2149.0,1473.0,26.4,34.6,1.1724,0.2740333335438287
2004-05-03 18:00:00,18,3,5,Monday,False,4.2,1467.0,23.3,1385.0,192.0,623.0,130.0,2084.0,1493.0,24.9,39.4,1.2268,0.2849316617830617
2004-05-03 19:00:00,19,3,5,Monday,False,3.7,1407.0,19.4,1279.0,163.0,660.0,120.0,2009.0,1308.0,23.5,43.7,1.2484,0.25440063704490257
2004-05-03 20:00:00,20,3,5,Monday,False,3.2,1324.0,13.1,1086.0,149.0,692.0,113.0,1903.0,1189.0,19.3,63.1,1.4028,0.2302134325404653
2004-05-03 21:00:00,21,3,5,Monday,False,2.0,1214.0,9.8,970.0,119.0,777.0,100.0,1771.0,1076.0,18.7,64.6,1.3836,0.1767241339310767
2004-05-03 22:00:00,22,3,5,Monday,False,1.1,1016.0,5.3,780.0,61.0,967.0,70.0,1566.0,806.0,19.5,57.1,1.2806,0.10862501027296469
2004-05-03 23:00:00,23,3,5,Monday,False,1.5,1135.0,6.7,842.0,84.0,872.0,83.0,1653.0,973.0,18.9,62.5,1.3521,0.13793565999489243
2004-05-04 00:00:00,0,4,5,Tuesday,False,1.3,1065.0,5.5,789.0,79.0,936.0,81.0,1620.0,929.0,18.4,65.8,1.3802,0.1291851424423086
2004-05-04 01:00:00,1,4,5,Tuesday,False,1.0,999.0,3.7,692.0,58.0,1038.0,69.0,1588.0,778.0,16.4,79.2,1.4681,0.10413691015160394
2004-05-04 02:00:00,2,4,5,Tuesday,False,0.6,911.0,2.2,599.0,32.0,1189.0,48.0,1517.0,633.0,16.1,80.0,1.4562,0.0662596660081784
2004-05-04 03:00:00,3,4,5,Tuesday,False,0.4,873.0,1.5,545.0,26.5,1308.0,38.0,1471.0,497.0,15.6,81.0,1.4302,0.04950676075944093
2004-05-04 04:00:00,4,4,5,Tuesday,False,0.5,881.0,1.5,546.0,21.0,1335.0,28.0,1465.0,458.0,15.6,81.0,1.4216,0.04122843178188989
2004-05-04 05:00:00,5,4,5,Tuesday,False,0.6,967.0,2.9,646.0,49.0,1117.0,47.0,1552.0,579.0,15.7,80.5,1.4236,0.06911007844663312
2004-05-04 06:00:00,6,4,5,Tuesday,False,1.9,1280.0,9.9,976.0,180.0,780.0,88.0,1912.0,1003.0,16.0,80.8,1.4602,0.17583159974578502
2004-05-04 07:00:00,7,4,5,Tuesday,False,4.5,1564.0,23.0,1379.0,302.0,552.0,109.0,2306.0,1393.0,16.6,78.0,1.4572,0.2975212747977938
2004-05-04 08:00:00,8,4,5,Tuesday,False,4.3,1505.0,22.3,1358.0,258.0,556.0,113.0,2248.0,1406.0,16.1,79.2,1.4398,0.2858862920931546
2004-05-04 09:00:00,9,4,5,Tuesday,False,3.2,1309.0,16.2,1186.0,192.0,649.0,104.0,1973.0,1308.0,17.7,70.8,1.4171,0.23104204857141453
2004-05-04 10:00:00,10,4,5,Tuesday,False,1.3,1035.0,7.9,895.0,84.0,898.0,65.0,1657.0,863.0,20.3,54.8,1.2867,0.11453446319082732
2004-05-04 11:00:00,11,4,5,Tuesday,False,2.2,1148.0,12.4,1062.0,128.0,753.0,87.0,1825.0,1004.0,21.2,49.3,1.2271,0.1715844828359272
2004-05-04 12:00:00,12,4,5,Tuesday,False,2.6,1152.0,13.6,1104.0,145.0,725.0,99.0,1860.0,1023.0,21.5,47.9,1.2178,0.19855484312314334
2004-05-04 13:00:00,13,4,5,Tuesday,False,2.3,1131.0,12.3,1059.0,132.0,772.0,100.0,1784.0,978.0,21.4,47.7,1.2047,0.18813258517405282
2004-05-04 14:00:00,14,4,5,Tuesday,False,2.4,1142.0,12.1,1053.0,136.0,753.0,105.0,1814.0,979.0,20.4,54.0,1.2757,0.19679114116109364
2004-05-04 15:00:00,15,4,5,Tuesday,False,2.6,1197.0,12.9,1082.0,140.0,753.0,97.0,1851.0,971.0,19.9,57.1,1.3158,0.19545404308468375
2004-05-04 16:00:00,16,4,5,Tuesday,False,1.2,960.0,6.3,828.0,55.0,971.0,54.0,1565.0,617.0,19.9,55.2,1.2701,0.09431668018703121
2004-05-04 17:00:00,17,4,5,Tuesday,False,1.6,1077.0,10.6,1001.0,67.0,836.0,59.0,1764.0,717.0,19.5,55.7,1.2512,0.11325527396635982
2004-05-04 18:00:00,18,4,5,Tuesday,False,3.9,1377.0,20.6,1313.0,191.0,612.0,109.0,2120.0,1220.0,18.3,62.8,1.3127,0.2555213436501399
2004-05-04 19:00:00,19,4,5,Tuesday,False,4.7,1405.0,22.1,1353.0,227.0,602.0,125.0,2185.0,1296.0,17.2,68.3,1.3289,0.3020238832537627
2004-05-04 20:00:00,20,4,5,Tuesday,False,5.4,1484.0,20.8,1319.0,264.0,591.0,132.0,2166.0,1413.0,16.1,75.2,1.3654,0.33705150714549065
2004-05-04 21:00:00,21,4,5,Tuesday,False,3.0,1187.0,11.8,1042.0,196.0,766.0,110.0,1840.0,1093.0,16.6,70.8,1.3253,0.23221222158115454
2004-05-04 22:00:00,22,4,5,Tuesday,False,0.9,870.0,4.3,729.0,43.0,1096.0,53.0,1475.0,586.0,18.5,56.0,1.181,0.08214771834030718
2004-05-04 23:00:00,23,4,5,Tuesday,False,1.1,932.0,5.0,765.0,58.0,1054.0,61.0,1543.0,575.0,17.3,59.5,1.1667,0.09907222255758129
2004-05-05 00:00:00,0,5,5,Wednesday,False,0.7,830.0,2.3,608.0,33.0,1282.0,41.0,1370.0,441.0,18.6,52.3,1.1121,0.062406854398179
2004-05-05 01:00:00,1,5,5,Wednesday,False,0.5,778.0,1.4,534.0,14.0,1480.0,22.0,1294.0,358.0,19.0,49.8,1.0831,0.033731493187612614
2004-05-05 02:00:00,2,5,5,Wednesday,False,0.5,820.0,1.5,541.0,18.0,1450.0,28.0,1360.0,377.0,15.7,64.5,1.14,0.040551383711476895
2004-05-05 03:00:00,3,5,5,Wednesday,False,0.5,842.0,1.8,565.0,23.0,1327.0,34.5,1399.0,437.0,15.5,66.9,1.1691,0.04809005357242163
2004-05-05 04:00:00,4,5,5,Wednesday,False,0.65,867.0,2.1,589.0,28.0,1267.0,41.0,1439.0,468.0,14.7,74.1,1.2302,0.0598660115689596
2004-05-05 05:00:00,5,5,5,Wednesday,False,0.8,927.0,3.5,682.0,56.0,1109.0,54.0,1526.0,580.0,14.6,77.1,1.2727,0.0832429278489203
2004-05-05 06:00:00,6,5,5,Wednesday,False,1.3,1060.0,6.9,851.0,108.0,912.0,81.0,1673.0,805.0,14.5,78.3,1.2851,0.13572994045630093
2004-05-05 07:00:00,7,5,5,Wednesday,False,3.5,1440.0,19.1,1271.0,251.0,630.0,107.0,2163.0,1273.0,15.1,76.8,1.3061,0.2557904834423801
2004-05-05 08:00:00,8,5,5,Wednesday,False,3.7,1449.0,22.0,1350.0,253.0,571.0,115.5,2264.0,1452.0,16.4,70.8,1.3088,0.27027420933480734
2004-05-05 09:00:00,9,5,5,Wednesday,False,3.9,1384.0,18.9,1265.0,255.0,620.0,124.0,2143.0,1307.0,16.4,72.4,1.3379,0.2847579352272346
2004-05-05 10:00:00,10,5,5,Wednesday,False,2.9,1172.0,13.0,1085.0,214.0,737.0,123.0,1876.0,1102.0,16.3,68.6,1.2657,0.24627016406708316
2004-05-05 11:00:00,11,5,5,Wednesday,False,2.6,1143.0,13.0,1083.0,190.0,735.0,120.0,1887.0,1083.0,17.2,62.9,1.2228,0.22942062335093594
2004-05-05 12:00:00,12,5,5,Wednesday,False,3.0,1167.0,14.5,1134.0,182.0,709.0,113.0,1920.0,1083.0,17.4,61.1,1.206,0.232011243800884
2004-05-05 13:00:00,13,5,5,Wednesday,False,3.7,1303.0,19.7,1288.0,202.0,618.0,114.0,2116.0,1236.0,16.8,66.8,1.2691,0.25728510219695794
2004-05-05 14:00:00,14,5,5,Wednesday,False,3.9,1264.0,19.4,1279.0,224.0,631.0,120.0,2049.0,1223.0,17.3,62.6,1.226,0.27381699865742454
2004-05-05 15:00:00,15,5,5,Wednesday,False,3.5,1242.0,16.4,1193.0,221.0,684.0,125.0,1945.0,1175.0,17.5,60.8,1.2029,0.26677148202819095
2004-05-05 16:00:00,16,5,5,Wednesday,False,2.4,1070.0,11.2,1022.0,126.0,824.0,88.0,1740.0,933.0,17.5,59.2,1.1725,0.17776902826366178
2004-05-05 17:00:00,17,5,5,Wednesday,False,1.6,981.0,10.0,978.0,79.0,857.0,72.0,1682.0,835.0,17.7,56.9,1.1392,0.12878397906852462
2004-05-05 18:00:00,18,5,5,Wednesday,False,3.0,1198.0,14.6,1136.0,137.0,717.0,103.0,1870.0,1291.0,17.1,61.5,1.1873,0.21199358980583302
2004-05-05 19:00:00,19,5,5,Wednesday,False,1.6,1000.0,8.5,918.0,68.0,881.0,67.0,1661.0,802.0,17.5,63.9,1.2667,0.1213705030075823
2004-05-05 20:00:00,20,5,5,Wednesday,False,2.1,1110.0,9.2,949.0,96.0,850.0,79.0,1733.0,842.0,15.9,70.7,1.2672,0.1536482316433749
2004-05-05 21:00:00,21,5,5,Wednesday,False,1.8,1023.0,6.9,854.0,111.0,918.0,89.0,1637.0,744.0,15.1,75.1,1.2799,0.15842082866310947
2004-05-05 22:00:00,22,5,5,Wednesday,False,1.1,861.0,3.7,695.0,56.0,1130.0,67.0,1438.0,500.0,13.9,72.5,1.1502,0.10453801694061955
2004-05-05 23:00:00,23,5,5,Wednesday,False,1.5,969.0,4.9,760.0,81.0,1059.0,83.0,1518.0,560.0,12.0,79.8,1.1175,0.13725861192447944
2004-05-06 00:00:00,0,6,5,Thursday,False,1.4,898.0,4.6,741.0,79.0,1085.0,76.0,1468.0,589.0,12.5,75.8,1.0938,0.12707903472994272
2004-05-06 01:00:00,1,6,5,Thursday,False,0.9,835.0,3.4,674.0,46.0,1201.0,58.0,1416.0,488.0,12.0,75.0,1.0499,0.0877557328801482
2004-05-06 02:00:00,2,6,5,Thursday,False,0.5,766.0,1.2,523.0,19.0,1534.0,30.0,1310.0,387.0,12.6,72.2,1.0503,0.04274945298938576
2004-05-06 03:00:00,3,6,5,Thursday,False,0.4,743.0,1.0,502.0,17.0,1635.0,26.0,1292.0,355.0,12.7,71.6,1.0486,0.03552845567650587
2004-05-06 04:00:00,4,6,5,Thursday,False,0.5,758.0,1.2,517.0,15.0,1625.0,22.0,1294.0,351.0,13.1,67.1,1.0079,0.03395717587775028
2004-05-06 05:00:00,5,6,5,Thursday,False,0.6,804.0,2.3,604.0,48.0,1366.0,50.0,1357.0,420.0,13.2,64.6,0.9774,0.07184297563815227
2004-05-06 06:00:00,6,6,5,Thursday,False,1.3,948.0,6.1,817.0,128.0,1048.0,92.0,1546.0,695.0,13.1,65.6,0.9815,0.1510917204917959
2004-05-06 07:00:00,7,6,5,Thursday,False,2.9,1204.0,16.8,1205.0,193.0,729.0,101.0,1984.0,1139.0,14.7,58.5,0.9688,0.21983457510870896
2004-05-06 08:00:00,8,6,5,Thursday,False,3.6,1231.0,20.3,1304.0,203.0,652.0,121.0,2029.0,1315.0,15.9,53.1,0.9529,0.2615892791872327
2004-05-06 09:00:00,9,6,5,Thursday,False,3.4,1176.0,16.4,1191.0,220.0,705.0,130.0,1836.0,1217.0,17.9,46.1,0.9388,0.26865190705041914
2004-05-06 10:00:00,10,6,5,Thursday,False,2.5,1043.0,12.5,1066.0,161.0,789.0,114.0,1692.0,1014.0,20.2,37.7,0.8833,0.21413380681656788
2004-05-06 11:00:00,11,6,5,Thursday,False,2.1,992.0,9.8,970.0,135.0,869.0,100.0,1624.0,884.0,18.5,42.8,0.9026,0.18315991573034152
2004-05-06 12:00:00,12,6,5,Thursday,False,1.1,885.0,5.2,772.0,57.0,1035.0,56.0,1450.0,524.0,13.0,64.3,0.9586,0.09391557339801561
2004-05-06 13:00:00,13,6,5,Thursday,False,1.8,991.0,8.9,937.0,91.0,874.0,75.0,1581.0,644.0,15.1,54.5,0.9309,0.14010046874595772
2004-05-06 14:00:00,14,6,5,Thursday,False,3.0,1182.0,14.1,1119.0,219.0,733.0,121.0,1831.0,1032.0,13.6,65.5,1.0184,0.24825104968706246
2004-05-06 15:00:00,15,6,5,Thursday,False,3.1,1191.0,12.7,1074.0,239.0,741.0,128.0,1816.0,1038.0,12.3,78.3,1.1154,0.26249291530407715
2004-05-06 16:00:00,16,6,5,Thursday,False,3.6,1272.0,14.6,1136.0,209.0,730.0,139.0,1869.0,1077.0,12.7,74.2,1.0863,0.28069485461799953
2004-05-06 17:00:00,17,6,5,Thursday,False,3.3,1138.0,12.4,1063.0,169.0,804.0,122.0,1728.0,983.0,14.4,64.2,1.049,0.24642768474525115
2004-05-06 18:00:00,18,6,5,Thursday,False,1.8,1008.0,9.4,954.0,92.0,892.0,92.0,1626.0,834.0,15.6,58.3,1.0266,0.15709143743215062
2004-05-06 19:00:00,19,6,5,Thursday,False,2.1,1075.0,11.0,1015.0,107.0,824.0,97.0,1722.0,949.0,15.0,61.4,1.0385,0.17388222052483004
2004-05-06 20:00:00,20,6,5,Thursday,False,2.2,1034.0,8.9,935.0,122.0,870.0,98.0,1605.0,941.0,13.7,65.8,1.0254,0.1810785129278428
2004-05-06 21:00:00,21,6,5,Thursday,False,1.6,934.0,6.6,841.0,100.0,973.0,93.0,1497.0,756.0,12.3,66.4,0.944,0.15423337473301327
2004-05-06 22:00:00,22,6,5,Thursday,False,0.9,883.0,3.9,705.0,51.0,1133.0,65.0,1422.0,655.0,15.4,58.8,1.0215,0.09578749938803573
2004-05-06 23:00:00,23,6,5,Thursday,False,1.8,1021.0,7.3,871.0,93.0,938.0,81.0,1586.0,805.0,14.1,64.9,1.0405,0.14646899388954668
2004-05-07 00:00:00,0,7,5,Friday,False,2.3,1059.0,8.2,907.0,145.0,879.0,102.0,1579.0,970.0,13.8,64.7,1.0168,0.1930388467336137
2004-05-07 01:00:00,1,7,5,Friday,False,2.0,1023.0,7.5,878.0,106.0,896.0,91.0,1568.0,969.0,13.5,67.8,1.042,0.16491451931431664
2004-05-07 02:00:00,2,7,5,Friday,False,0.9,855.0,3.3,669.0,46.0,1160.0,56.0,1427.0,671.0,13.7,69.4,1.0794,0.08578334629237698
2004-05-07 03:00:00,3,7,5,Friday,False,0.6,826.0,2.4,616.0,39.0,1227.0,48.5,1384.0,575.0,13.9,67.7,1.0712,0.06833254148608486
2004-05-07 04:00:00,4,7,5,Friday,False,0.6499999999999999,831.0,2.2,602.0,32.0,1269.0,41.0,1386.0,535.0,14.0,67.8,1.0787,0.06076874232951026
2004-05-07 05:00:00,5,7,5,Friday,False,0.7,817.0,2.8,639.0,51.0,1260.0,48.0,1364.0,489.0,14.6,61.1,1.0075,0.07337249587785621
2004-05-07 06:00:00,6,7,5,Friday,False,1.5,972.0,7.5,880.0,89.0,964.0,72.0,1590.0,689.0,14.3,60.5,0.9847,0.12821594721283913
2004-05-07 07:00:00,7,7,5,Friday,False,3.7,1200.0,19.8,1290.0,214.0,657.0,106.0,2014.0,1196.0,14.9,56.9,0.9582,0.2521037481275251
2004-05-07 08:00:00,8,7,5,Friday,False,4.2,1234.0,22.1,1355.0,196.0,621.0,107.0,2095.0,1266.0,16.4,50.2,0.9286,0.2631519467842435
2004-05-07 09:00:00,9,7,5,Friday,False,3.4,1164.0,15.0,1148.0,224.0,741.0,127.0,1824.0,1130.0,16.0,50.9,0.9211,0.266596057929313
2004-05-07 10:00:00,10,7,5,Friday,False,2.4,976.0,9.3,952.0,174.0,878.0,114.0,1582.0,834.0,18.6,42.8,0.9091,0.21424282303129538
2004-05-07 11:00:00,11,7,5,Friday,False,1.3,844.0,6.3,825.0,90.0,1027.0,101.0,1405.0,536.0,19.7,33.7,0.7646,0.15139151791153496
2004-05-07 12:00:00,12,7,5,Friday,False,1.5,851.0,8.2,906.0,89.0,989.0,95.0,1418.0,545.0,21.2,27.7,0.6864,0.15089839297220797
2004-05-07 13:00:00,13,7,5,Friday,False,2.2,926.0,10.9,1010.0,132.0,904.0,110.0,1526.0,720.0,19.7,28.5,0.6445,0.1951696593558467
2004-05-07 14:00:00,14,7,5,Friday,False,1.8,890.0,9.3,950.0,114.0,940.0,101.0,1460.0,655.0,19.8,29.7,0.678,0.1709321962601497
2004-05-07 15:00:00,15,7,5,Friday,False,1.9,921.0,8.4,914.0,107.0,937.0,106.0,1481.0,614.0,19.2,35.6,0.7856,0.17710824265567618
2004-05-07 16:00:00,16,7,5,Friday,False,2.3,1052.0,9.4,956.0,140.0,869.0,116.0,1600.0,725.0,14.2,60.5,0.9765,0.20571713939732375
2004-05-07 17:00:00,17,7,5,Friday,False,3.6,1247.0,17.9,1238.0,187.0,691.0,124.0,1948.0,1036.0,12.9,69.1,1.0249,0.2609369360266868
2004-05-07 18:00:00,18,7,5,Friday,False,4.3,1205.0,17.4,1222.0,222.0,684.0,133.0,1911.0,1127.0,12.7,70.4,1.0294,0.29748558112591056
2004-05-07 19:00:00,19,7,5,Friday,False,2.2,1016.0,10.5,995.0,117.0,857.0,96.0,1642.0,854.0,13.9,62.7,0.9905,0.17797771288938327
2004-05-07 20:00:00,20,7,5,Friday,False,1.5,984.0,7.5,879.0,89.0,940.0,85.0,1527.0,792.0,13.9,62.9,0.9948,0.14103646003335196
2004-05-07 21:00:00,21,7,5,Friday,False,2.0,1041.0,8.0,898.0,130.0,922.0,97.0,1595.0,891.0,13.4,65.2,0.9996,0.17624806364093426
2004-05-07 22:00:00,22,7,5,Friday,False,2.0,1027.0,7.7,887.0,133.0,927.0,97.0,1568.0,876.0,13.4,64.6,0.9864,0.17692511171134725
2004-05-07 23:00:00,23,7,5,Friday,False,2.1,1025.0,7.3,869.0,144.0,954.0,101.0,1531.0,851.0,13.3,63.6,0.9677,0.1861772532354661
2004-05-08 00:00:00,0,8,5,Saturday,True,1.5,984.0,6.4,829.0,99.0,1003.0,85.0,1516.0,787.0,13.3,61.8,0.9433,0.14329328693472862
2004-05-08 01:00:00,1,8,5,Saturday,True,2.2,969.0,5.6,791.0,102.0,1084.0,80.0,1446.0,711.0,13.6,59.7,0.9271,0.15881337983514865
2004-05-08 02:00:00,2,8,5,Saturday,True,0.5,758.0,1.5,546.0,27.0,1483.0,33.0,1252.0,396.0,14.6,53.3,0.8807,0.0475134943921439
2004-05-08 03:00:00,3,8,5,Saturday,True,0.5709090909090909,767.0,1.5,547.0,31.18181818181818,1482.0,34.52727272727273,1239.0,375.0,14.3,51.7,0.8412,0.051966526154752585
2004-05-08 04:00:00,4,8,5,Saturday,True,0.6418181818181818,772.0,1.2,518.0,35.36363636363636,1544.0,36.054545454545455,1202.0,343.0,10.9,67.5,0.8785,0.05641955791736126
2004-05-08 05:00:00,5,8,5,Saturday,True,0.7127272727272728,831.0,1.6,557.0,39.54545454545455,1480.0,37.58181818181818,1257.0,401.0,7.4,85.2,0.8808,0.060872589679969946
2004-05-08 06:00:00,6,8,5,Saturday,True,0.7836363636363637,871.0,2.6,628.0,43.72727272727273,1243.0,39.10909090909091,1329.0,518.0,8.7,81.5,0.919,0.06532562144257863
2004-05-08 07:00:00,7,8,5,Saturday,True,0.8545454545454545,995.0,5.9,808.0,47.90909090909091,1028.0,40.63636363636363,1479.0,685.0,10.3,75.6,0.9458,0.06977865320518731
2004-05-08 08:00:00,8,8,5,Saturday,True,0.9254545454545455,1093.0,8.5,918.0,52.09090909090909,857.0,42.163636363636364,1589.0,939.0,11.0,75.0,0.9821,0.07423168496779599
2004-05-08 09:00:00,9,8,5,Saturday,True,2.9,1079.0,7.7,885.0,282.0,884.0,125.0,1588.0,974.0,13.6,66.1,1.0236,0.2635889735842157
2004-05-08 10:00:00,10,8,5,Saturday,True,2.4,1084.0,6.9,852.0,254.5,910.0,124.0,1575.0,959.0,14.7,63.1,1.0488,0.24227221252623354
2004-05-08 11:00:00,11,8,5,Saturday,True,2.1,1204.0,10.1,982.0,219.0,791.0,121.0,1739.0,1067.0,13.8,72.3,1.1361,0.22282732087350313
2004-05-08 12:00:00,12,8,5,Saturday,True,2.0,1213.0,11.1,1018.0,206.5,760.0,117.5,1778.0,1061.0,13.3,76.8,1.1703,0.21372975196112057
2004-05-08 13:00:00,13,8,5,Saturday,True,2.1,1124.0,9.2,949.0,193.0,827.0,115.5,1671.0,1008.0,16.2,60.0,1.0937,0.21153550781355301
2004-05-08 14:00:00,14,8,5,Saturday,True,2.0,945.0,4.3,726.0,174.5,1053.0,114.96808510638297,1432.0,637.0,16.3,55.3,1.0146,0.204010948387941
2004-05-08 15:00:00,15,8,5,Saturday,True,1.9,964.0,6.5,833.0,176.5,1003.0,114.0,1489.0,647.0,20.0,40.4,0.9354,0.2006827359713288
2004-05-08 16:00:00,16,8,5,Saturday,True,2.1,903.0,5.4,786.0,193.0,1073.0,121.0,1375.0,523.0,19.8,35.4,0.8099,0.21695957092992382
2004-05-08 17:00:00,17,8,5,Saturday,True,2.6,918.0,7.1,863.0,227.0,992.0,132.0,1408.0,539.0,19.8,33.6,0.767,0.24960520241265685
2004-05-08 18:00:00,18,8,5,Saturday,True,3.2,1028.0,9.5,961.0,263.0,913.0,144.0,1502.0,649.0,17.8,38.5,0.7763,0.28651325132661287
2004-05-08 19:00:00,19,8,5,Saturday,True,3.5,1175.0,17.0,1209.0,300.0,720.0,144.0,1829.0,1071.0,16.7,44.6,0.8393,0.303338087132893
2004-05-08 20:00:00,20,8,5,Saturday,True,3.2,1215.0,15.4,1161.0,276.5,714.0,140.0,1802.0,1237.0,15.1,51.8,0.8816,0.285615194467929
2004-05-08 21:00:00,21,8,5,Saturday,True,2.3,1072.0,9.9,976.0,219.0,835.0,123.0,1603.0,1018.0,14.1,56.2,0.9028,0.23044942497539864
2004-05-08 22:00:00,22,8,5,Saturday,True,1.8,1070.0,9.3,952.0,168.0,858.0,110.0,1573.0,966.0,13.8,58.3,0.9147,0.19199480117255407
2004-05-08 23:00:00,23,8,5,Saturday,True,1.7,1021.0,6.9,853.0,157.0,979.0,105.0,1457.0,901.0,13.7,59.7,0.9285,0.1817564663545496
2004-05-09 00:00:00,0,9,5,Sunday,True,1.6,1063.0,7.1,859.0,147.0,952.0,100.0,1519.0,949.0,13.7,60.3,0.9405,0.1717438142266828
2004-05-09 01:00:00,1,9,5,Sunday,True,1.3,1068.0,9.0,938.0,110.5,862.0,81.0,1575.0,1057.0,12.7,64.9,0.9506,0.1362941471816451
